[2025-01-21 18:19:49.854] [MAIN] Uruchamiam proces pszczelarz...
[2025-01-21 18:19:49.854] [MAIN] Uruchamiam proces ul...
[2025-01-21 18:19:49.854] [MAIN] Uruchamiam proces krolowa...
[2025-01-21 18:19:54.866] Stan: 49/50, [ROBOTNICA] Pszczola wyszla wejsciem 1, id: 139862095152832
[2025-01-21 18:19:54.867] Stan: 50/50, [ROBOTNICA] Pszczoła weszła wejsciem 2, id: 139862640416448
[2025-01-21 18:19:54.867] Stan: 49/50, [ROBOTNICA] Pszczola wyszla wejsciem 1, id: 139861826717376
[2025-01-21 18:19:54.867] Stan: 50/50, [ROBOTNICA] Pszczoła weszła wejsciem 1, id: 139861273061056
[2025-01-21 18:19:54.869] Stan: 49/50, [ROBOTNICA] Pszczolas wyszla wejsciem 2, id: 139860283213504
[2025-01-21 18:19:54.869] Stan: 50/50, [ROBOTNICA] Pszczoła weszła wejsciem 1, id: 139862908851904
[2025-01-21 18:19:54.870] Stan: 49/50, [ROBOTNICA] Pszczolas wyszla wejsciem 2, id: 139859964454592
[2025-01-21 18:19:54.870] Stan: 50/50, [ROBOTNICA] Pszczoła weszła wejsciem 2, id: 139859654055616
[2025-01-21 18:19:54.874] Stan: 49/50, [ROBOTNICA] Pszczola wyszla wejsciem 1, id: 139860258035392
[2025-01-21 18:19:54.874] Stan: 50/50, [ROBOTNICA] Pszczoła weszła wejsciem 2, id: 139859503085248
[2025-01-21 18:19:55.860] Stan: 49/50, [ROBOTNICA] Pszczola wyszla wejsciem 1, id: 139859670841024
[2025-01-21 18:19:55.861] Stan: 50/50, [ROBOTNICA] Pszczoła weszła wejsciem 1, id: 139862623631040
[2025-01-21 18:19:55.861] Stan: 49/50, [ROBOTNICA] Pszczolas wyszla wejsciem 2, id: 139861264668352
[2025-01-21 18:19:55.861] Stan: 50/50, [ROBOTNICA] Pszczoła weszła wejsciem 1, id: 139862606845632
[2025-01-21 18:19:55.862] Stan: 49/50, [ROBOTNICA] Pszczola wyszla wejsciem 1, id: 139862086760128
[2025-01-21 18:19:55.862] Stan: 50/50, [ROBOTNICA] Pszczoła weszła wejsciem 2, id: 139861835110080
[2025-01-21 18:19:55.862] Stan: 49/50, [ROBOTNICA] Pszczola wyszla wejsciem 1, id: 139860979480256
[2025-01-21 18:19:55.862] Stan: 50/50, [ROBOTNICA] Pszczoła weszła wejsciem 1, id: 139861575067328
[2025-01-21 18:19:55.864] Stan: 49/50, [ROBOTNICA] Pszczolas wyszla wejsciem 2, id: 139860971087552
[2025-01-21 18:19:55.864] Stan: 50/50, [ROBOTNICA] Pszczoła weszła wejsciem 1, id: 139861558281920
[2025-01-21 18:19:55.869] Stan: 49/50, [ROBOTNICA] Pszczola wyszla wejsciem 1, id: 139863454115520
[2025-01-21 18:19:55.869] Stan: 50/50, [ROBOTNICA] Pszczoła weszła wejsciem 1, id: 139860299998912
[2025-01-21 18:19:56.860] Stan: 49/50, [ROBOTNICA] Pszczola wyszla wejsciem 1, id: 139860601972416
[2025-01-21 18:19:56.860] Stan: 50/50, [ROBOTNICA] Pszczoła weszła wejsciem 1, id: 139859939276480
[2025-01-21 18:19:56.860] Stan: 49/50, [ROBOTNICA] Pszczola wyszla wejsciem 1, id: 139861281453760
[2025-01-21 18:19:56.861] Stan: 50/50, [ROBOTNICA] Pszczoła weszła wejsciem 1, id: 139863581521600
[2025-01-21 18:19:56.863] Stan: 49/50, [ROBOTNICA] Pszczolas wyszla wejsciem 2, id: 139860291606208
[2025-01-21 18:19:56.863] Stan: 50/50, [ROBOTNICA] Pszczoła weszła wejsciem 2, id: 139863412152000
[2025-01-21 18:19:56.865] Stan: 49/50, [ROBOTNICA] Pszczola wyszla wejsciem 1, id: 139860266428096
[2025-01-21 18:19:56.865] Stan: 50/50, [ROBOTNICA] Pszczoła weszła wejsciem 2, id: 139862875281088
[2025-01-21 18:19:56.868] Stan: 49/50, [ROBOTNICA] Pszczola wyszla wejsciem 1, id: 139861843502784
[2025-01-21 18:19:56.868] Stan: 50/50, [ROBOTNICA] Pszczoła weszła wejsciem 1, id: 139862338410176
[2025-01-21 18:19:56.869] Stan: 49/50, [ROBOTNICA] Pszczola wyszla wejsciem 1, id: 139862388766400
[2025-01-21 18:19:56.869] Stan: 50/50, [ROBOTNICA] Pszczoła weszła wejsciem 1, id: 139862632023744
[2025-01-21 18:19:56.876] Stan: 49/50, [ROBOTNICA] Pszczolas wyszla wejsciem 2, id: 139861533103808
[2025-01-21 18:19:56.876] Stan: 50/50, [ROBOTNICA] Pszczoła weszła wejsciem 1, id: 139862069974720
[2025-01-21 18:19:57.858] Stan: 49/50, [ROBOTNICA] Pszczola wyszla wejsciem 1, id: 139860610365120
[2025-01-21 18:19:57.859] Stan: 50/50, [ROBOTNICA] Pszczoła weszła wejsciem 2, id: 139861818324672
[2025-01-21 18:19:57.859] Stan: 49/50, [ROBOTNICA] Pszczolas wyszla wejsciem 2, id: 139860618757824
[2025-01-21 18:19:57.860] Stan: 50/50, [ROBOTNICA] Pszczoła weszła wejsciem 1, id: 139862346802880
[2025-01-21 18:19:57.860] Stan: 49/50, [ROBOTNICA] Pszczola wyszla wejsciem 1, id: 139859687626432
[2025-01-21 18:19:57.860] Stan: 50/50, [ROBOTNICA] Pszczoła weszła wejsciem 2, id: 139861851895488
[2025-01-21 18:19:57.860] Stan: 49/50, [ROBOTNICA] Pszczola wyszla wejsciem 1, id: 139860593579712
[2025-01-21 18:19:57.860] Stan: 50/50, [ROBOTNICA] Pszczoła weszła wejsciem 1, id: 139860929124032
[2025-01-21 18:19:57.861] Stan: 49/50, [ROBOTNICA] Pszczola wyszla wejsciem 1, id: 139860308391616
[2025-01-21 18:19:57.861] Stan: 50/50, [ROBOTNICA] Pszczoła weszła wejsciem 1, id: 139863420544704
[2025-01-21 18:19:57.861] Stan: 49/50, [ROBOTNICA] Pszczolas wyszla wejsciem 2, id: 139862657201856
[2025-01-21 18:19:57.861] Stan: 50/50, [ROBOTNICA] Pszczoła weszła wejsciem 1, id: 139861315024576
[2025-01-21 18:19:57.864] Stan: 49/50, [ROBOTNICA] Pszczolas wyszla wejsciem 2, id: 139860274820800
[2025-01-21 18:19:57.864] Stan: 50/50, [ROBOTNICA] Pszczoła weszła wejsciem 2, id: 139862648809152
[2025-01-21 18:19:57.865] Stan: 49/50, [ROBOTNICA] Pszczola wyszla wejsciem 1, id: 139862371980992
[2025-01-21 18:19:57.865] Stan: 50/50, [ROBOTNICA] Pszczoła weszła wejsciem 1, id: 139862120330944
[2025-01-21 18:19:57.865] Stan: 49/50, [ROBOTNICA] Pszczolas wyszla wejsciem 2, id: 139860962694848
[2025-01-21 18:19:57.865] Stan: 50/50, [ROBOTNICA] Pszczoła weszła wejsciem 1, id: 139860635543232
[2025-01-21 18:19:57.865] Stan: 49/50, [ROBOTNICA] Pszczolas wyszla wejsciem 2, id: 139859662448320
[2025-01-21 18:19:57.866] Stan: 48/50, [ROBOTNICA] Pszczolas wyszla wejsciem 2, id: 139860954302144
[2025-01-21 18:19:57.866] Stan: 47/50, [ROBOTNICA] Pszczola wyszla wejsciem 1, id: 139863437330112
[2025-01-21 18:19:57.866] Stan: 48/50, [ROBOTNICA] Pszczoła weszła wejsciem 1, id: 139863589914304
[2025-01-21 18:19:57.866] Stan: 49/50, [ROBOTNICA] Pszczoła weszła wejsciem 2, id: 139863598307008
[2025-01-21 18:19:57.866] Stan: 50/50, [ROBOTNICA] Pszczoła weszła wejsciem 1, id: 139860266428096
[2025-01-21 18:19:57.867] Stan: 49/50, [ROBOTNICA] Pszczolas wyszla wejsciem 2, id: 139862615238336
[2025-01-21 18:19:57.867] Stan: 50/50, [ROBOTNICA] Pszczoła weszła wejsciem 2, id: 139863547950784
[2025-01-21 18:19:57.868] Stan: 49/50, [ROBOTNICA] Pszczola wyszla wejsciem 1, id: 139860945909440
[2025-01-21 18:19:57.868] Stan: 50/50, [ROBOTNICA] Pszczoła weszła wejsciem 1, id: 139863428937408
[2025-01-21 18:19:57.868] Stan: 49/50, [ROBOTNICA] Pszczola wyszla wejsciem 1, id: 139862900459200
[2025-01-21 18:19:57.869] Stan: 50/50, [ROBOTNICA] Pszczoła weszła wejsciem 2, id: 139863573128896
[2025-01-21 18:19:57.869] Stan: 49/50, [ROBOTNICA] Pszczola wyszla wejsciem 1, id: 139860937516736
[2025-01-21 18:19:57.869] Stan: 50/50, [ROBOTNICA] Pszczoła weszła wejsciem 1, id: 139862380373696
[2025-01-21 18:19:57.870] Stan: 49/50, [ROBOTNICA] Pszczola wyszla wejsciem 1, id: 139859654055616
[2025-01-21 18:19:57.871] Stan: 50/50, [ROBOTNICA] Pszczoła weszła wejsciem 1, id: 139862103545536
[2025-01-21 18:19:57.871] Stan: 49/50, [ROBOTNICA] Pszczolas wyszla wejsciem 2, id: 139861809931968
[2025-01-21 18:19:57.871] Stan: 50/50, [ROBOTNICA] Pszczoła weszła wejsciem 2, id: 139861801539264
[2025-01-21 18:19:57.871] Stan: 49/50, [ROBOTNICA] Pszczola wyszla wejsciem 1, id: 139860643935936
[2025-01-21 18:19:57.871] Stan: 50/50, [ROBOTNICA] Pszczoła weszła wejsciem 2, id: 139862078367424
[2025-01-21 18:19:57.872] Stan: 49/50, [ROBOTNICA] Pszczola wyszla wejsciem 1, id: 139860627150528
[2025-01-21 18:19:57.872] Stan: 50/50, [ROBOTNICA] Pszczoła weszła wejsciem 2, id: 139861583460032
[2025-01-21 18:19:57.877] Stan: 49/50, [ROBOTNICA] Pszczola wyszla wejsciem 1, id: 139862883673792
[2025-01-21 18:19:57.877] Stan: 50/50, [ROBOTNICA] Pszczoła weszła wejsciem 1, id: 139859964454592
